order_date,city,delivery_order_count,paused_time_minutes,speed_time_minutes,transit_time_minutes,delivery_distance_meters,average_retail_price,weekday,product,state
2021-03-22,CURITIBA,231,15.88913223140496,23.07293388429752,14.020826446280992,2806.5413223140495,5.337,0,GASOLINA COMUM,PR
2021-03-22,PORTO ALEGRE,191,3.7278061224489796,7.621938775510205,19.15010204081633,3781.841836734694,5.711,0,GASOLINA COMUM,RS
2021-03-22,RIO DE JANEIRO,462,6.890881763527054,11.717354709418839,104.39378757515031,2923.763527054108,6.131,0,GASOLINA COMUM,RJ
2021-03-22,SÃO PAULO,828,19.17076124567474,28.645570934256053,162.28476355247983,4250.168396770473,5.308,0,GASOLINA COMUM,SP
2021-03-23,CURITIBA,208,2.9472350230414746,8.590921658986176,17.913087557603685,3119.0552995391704,5.337,1,GASOLINA COMUM,PR
2021-03-23,PORTO ALEGRE,173,2.2763428571428572,4.3016,25.86514285714286,3584.714285714286,5.711,1,GASOLINA COMUM,RS
2021-03-23,RIO DE JANEIRO,464,7.90953722334004,18.586700201207243,27.26010060362173,3097.7323943661972,6.131,1,GASOLINA COMUM,RJ
2021-03-23,SÃO PAULO,1109,14.676332453825859,23.28764291996482,87.44542656112577,3021.220756376429,5.308,1,GASOLINA COMUM,SP
2021-03-24,CURITIBA,188,8.56510101010101,15.453383838383838,15.668131313131314,3214.030303030303,5.337,2,GASOLINA COMUM,PR
2021-03-24,PORTO ALEGRE,127,1.9880303030303033,4.946818181818182,472.8597727272727,3253.6060606060605,5.711,2,GASOLINA COMUM,RS
2021-03-24,RIO DE JANEIRO,500,10.80976320582878,17.273114754098362,22.8763752276867,3275.664845173042,6.131,2,GASOLINA COMUM,RJ
2021-03-24,SÃO PAULO,1061,32.53477460901564,40.02114075436983,30.406154553817846,3117.2189512419504,5.308,2,GASOLINA COMUM,SP
2021-03-25,CURITIBA,224,19.74839826839827,26.985151515151514,16.824978354978356,3239.5411255411254,5.337,3,GASOLINA COMUM,PR
2021-03-25,PORTO ALEGRE,217,6.8893273542600895,9.879999999999999,19.042825112107625,3675.2107623318384,5.711,3,GASOLINA COMUM,RS
2021-03-25,RIO DE JANEIRO,506,7.532590579710145,12.86626811594203,85.31621376811593,3053.978260869565,6.131,3,GASOLINA COMUM,RJ
2021-03-25,SÃO PAULO,1153,21.442303797468355,28.425265822784812,37.70356962025317,3424.2835443037975,5.308,3,GASOLINA COMUM,SP
2021-03-26,CURITIBA,285,10.341278688524591,15.806491803278687,19.750098360655738,3281.9409836065574,5.337,4,GASOLINA COMUM,PR
2021-03-26,PORTO ALEGRE,294,3.116019736842105,5.940855263157895,187.73404605263158,3459.9868421052633,5.711,4,GASOLINA COMUM,RS
2021-03-26,RIO DE JANEIRO,784,10.849233490566037,16.054268867924527,208.5707075471698,3070.669811320755,6.130999999999999,4,GASOLINA COMUM,RJ
2021-03-26,SÃO PAULO,1470,27.659612860892388,32.361988188976376,37.415564304461945,2874.946850393701,5.308,4,GASOLINA COMUM,SP
2021-03-27,CURITIBA,313,18.03776811594203,25.126753623188403,21.933739130434784,3530.336231884058,5.337,5,GASOLINA COMUM,PR
2021-03-27,PORTO ALEGRE,322,4.483727272727273,8.605333333333334,20.82078787878788,3899.769696969697,5.711,5,GASOLINA COMUM,RS
2021-03-27,RIO DE JANEIRO,988,34.25191433566434,41.8343006993007,121.98804195804196,3184.2333916083917,6.131,5,GASOLINA COMUM,RJ
2021-03-27,SÃO PAULO,1449,26.919416890080427,33.673800268096514,73.88174262734584,2772.8552278820375,5.308,5,GASOLINA COMUM,SP
2021-03-28,CURITIBA,310,12.949774647887324,18.806901408450702,19.565549295774648,3857.112676056338,5.227,6,GASOLINA COMUM,PR
2021-03-28,PORTO ALEGRE,211,2.5751851851851852,5.268240740740741,233.5910185185185,3550.6574074074074,5.475,6,GASOLINA COMUM,RS
2021-03-28,RIO DE JANEIRO,773,8.511978922716628,13.538091334894615,28.467423887587824,3002.3524590163934,6.102,6,GASOLINA COMUM,RJ
2021-03-28,SÃO PAULO,1264,4.949327146171694,9.531345707656612,87.6582675947409,2690.30626450116,5.237,6,GASOLINA COMUM,SP
2021-03-29,CURITIBA,265,42.47323741007194,49.88863309352518,25.265755395683453,5207.651079136691,5.227,0,GASOLINA COMUM,PR
2021-03-29,PORTO ALEGRE,136,9.554379562043795,12.564160583941606,17.17160583941606,3604.6131386861316,5.475,0,GASOLINA COMUM,RS
2021-03-29,RIO DE JANEIRO,663,76.53678899082568,92.81199213630407,43.613184796854526,3539.3276539973785,6.102,0,GASOLINA COMUM,RJ
2021-03-29,SÃO PAULO,972,45.14242273180459,54.24703888334995,72.28803589232302,3225.1994017946163,5.237,0,GASOLINA COMUM,SP
2021-03-30,CURITIBA,263,37.95936842105263,55.11631578947368,34.685298245614035,3890.0877192982457,5.227,1,GASOLINA COMUM,PR
2021-03-30,PORTO ALEGRE,186,2.782198952879581,5.223298429319372,39.55094240837696,3486.502617801047,5.475,1,GASOLINA COMUM,RS
2021-03-30,RIO DE JANEIRO,814,72.30640706126688,92.26795430944964,28.614195223260644,3343.599169262721,6.102,1,GASOLINA COMUM,RJ
2021-03-30,SÃO PAULO,1138,21.4854974271012,27.09694682675815,56.53775300171527,2772.3224699828475,5.237,1,GASOLINA COMUM,SP
2021-03-31,CURITIBA,266,39.97334507042254,48.08426056338028,31.197887323943664,3978.394366197183,5.227,2,GASOLINA COMUM,PR
2021-03-31,PORTO ALEGRE,209,4.638104265402844,8.821943127962086,45.54374407582938,3460.099526066351,5.475,2,GASOLINA COMUM,RS
2021-03-31,RIO DE JANEIRO,860,30.43253125,41.086656250000004,41.287166666666664,3552.709375,6.102,2,GASOLINA COMUM,RJ
2021-03-31,SÃO PAULO,1317,19.109147516679023,26.060926612305412,78.42949592290586,2851.4899925871014,5.237,2,GASOLINA COMUM,SP
2021-04-01,CURITIBA,263,38.837789855072465,47.80960144927536,47.53507246376812,4174.31884057971,5.227,3,GASOLINA COMUM,PR
2021-04-01,PORTO ALEGRE,209,3.154158878504673,6.699719626168224,82.46046728971963,3640.6728971962616,5.475,3,GASOLINA COMUM,RS
2021-04-01,RIO DE JANEIRO,964,27.68201537147737,43.539111870196415,158.2076515798463,3690.6874466268146,6.102,3,GASOLINA COMUM,RJ
2021-04-01,SÃO PAULO,1400,31.67893572909468,41.41194885970974,70.1375397373877,3258.9820317899103,5.237,3,GASOLINA COMUM,SP
2021-04-02,CURITIBA,263,14.136285714285714,21.427357142857144,38.64096428571428,7817.317857142857,5.227,4,GASOLINA COMUM,PR
2021-04-02,PORTO ALEGRE,167,3.887183908045977,8.258563218390805,1134.1403448275862,3856.603448275862,5.475,4,GASOLINA COMUM,RS
2021-04-02,RIO DE JANEIRO,879,22.72570545829042,28.79577754891864,159.33269824922758,3218.878475798146,6.102,4,GASOLINA COMUM,RJ
2021-04-02,SÃO PAULO,1396,29.19027027027027,34.03182952182952,90.12104643104642,3092.7567567567567,5.237,4,GASOLINA COMUM,SP
2021-04-03,CURITIBA,266,17.709202898550725,25.096123188405794,32.20884057971014,4514.880434782609,5.227,5,GASOLINA COMUM,PR
2021-04-03,PORTO ALEGRE,234,3.2145454545454544,6.93305785123967,53.796404958677684,3937.938016528926,5.475,5,GASOLINA COMUM,RS
2021-04-03,RIO DE JANEIRO,925,11.813028515240905,19.022822025565386,37.575024582104234,3338.873156342183,6.102,5,GASOLINA COMUM,RJ
2021-04-03,SÃO PAULO,1402,22.733661087866107,27.79273361227336,96.23432357043235,3055.6297071129707,5.237,5,GASOLINA COMUM,SP
2021-04-04,CURITIBA,164,3.2045505617977526,7.946179775280899,15.159438202247191,3414.2134831460676,5.161,6,GASOLINA COMUM,PR
2021-04-04,PORTO ALEGRE,210,1.8439170506912441,4.3742857142857146,88.78271889400921,3453.230414746544,5.531,6,GASOLINA COMUM,RS
2021-04-04,RIO DE JANEIRO,855,7.172321814254859,12.056198704103673,48.85051835853132,3147.1047516198705,6.007,6,GASOLINA COMUM,RJ
2021-04-04,SÃO PAULO,1209,10.896585956416466,14.462380952380952,35.315173527037935,2805.724778046812,5.223,6,GASOLINA COMUM,SP
2021-04-05,CURITIBA,148,3.5031612903225806,8.517548387096774,16.771548387096775,3302.1290322580644,5.161,0,GASOLINA COMUM,PR
2021-04-05,PORTO ALEGRE,116,1.6915254237288135,4.026271186440678,43.77584745762712,3173.084745762712,5.531,0,GASOLINA COMUM,RS
2021-04-05,RIO DE JANEIRO,573,24.886802507836993,33.32615987460815,97.2960815047022,3648.923197492163,6.007,0,GASOLINA COMUM,RJ
2021-04-05,SÃO PAULO,816,26.549917257683216,31.05437352245863,46.15776595744681,3590.2139479905436,5.222999999999999,0,GASOLINA COMUM,SP
2021-04-06,CURITIBA,154,10.328301886792453,16.88201257861635,36.79,3452.2012578616354,5.161,1,GASOLINA COMUM,PR
2021-04-06,PORTO ALEGRE,140,3.6088194444444444,6.773402777777778,76.64284722222222,3723.0694444444443,5.531,1,GASOLINA COMUM,RS
2021-04-06,RIO DE JANEIRO,522,12.997643884892085,18.026654676258993,121.63401079136689,3483.4748201438847,6.007,1,GASOLINA COMUM,RJ
2021-04-06,SÃO PAULO,824,16.28675458715596,23.278337155963303,63.87584862385321,3075.243119266055,5.223,1,GASOLINA COMUM,SP
2021-04-07,CURITIBA,133,2.6185714285714288,7.716530612244897,36.290136054421765,3614.4353741496598,5.161,2,GASOLINA COMUM,PR
2021-04-07,PORTO ALEGRE,174,2.8225988700564972,5.758361581920904,27.627909604519772,3622.909604519774,5.531,2,GASOLINA COMUM,RS
2021-04-07,RIO DE JANEIRO,632,11.35074074074074,17.976814814814816,221.33065185185185,3183.254814814815,6.007,2,GASOLINA COMUM,RJ
2021-04-07,SÃO PAULO,1012,15.045668912415785,25.129817131857557,38.63323387872955,3306.330125120308,5.223,2,GASOLINA COMUM,SP
2021-04-08,CURITIBA,150,2.4456521739130435,7.607763975155279,17.24546583850932,3135.2981366459626,5.161,3,GASOLINA COMUM,PR
2021-04-08,PORTO ALEGRE,160,1.8761728395061728,4.598024691358025,15.471666666666666,3569.9444444444443,5.531,3,GASOLINA COMUM,RS
2021-04-08,RIO DE JANEIRO,637,6.062794759825328,15.000203784570596,35.00947598253275,3094.981077147016,6.007000000000001,3,GASOLINA COMUM,RJ
2021-04-08,SÃO PAULO,922,10.703478723404256,19.048595744680853,41.29685106382979,3166.8063829787234,5.223,3,GASOLINA COMUM,SP
2021-04-09,CURITIBA,197,3.211643192488263,8.582769953051644,17.546948356807512,3382.887323943662,5.161,4,GASOLINA COMUM,PR
2021-04-09,PORTO ALEGRE,278,2.476689895470383,4.980696864111499,23.05439024390244,3680.97212543554,5.531,4,GASOLINA COMUM,RS
2021-04-09,RIO DE JANEIRO,631,6.035701492537314,10.869537313432836,30.25392537313433,2929.823880597015,6.007,4,GASOLINA COMUM,RJ
2021-04-09,SÃO PAULO,1200,6.42556464811784,10.880302782324058,21.89279050736498,2959.990998363339,5.223,4,GASOLINA COMUM,SP
2021-04-10,CURITIBA,235,5.377175572519084,10.647748091603054,17.581641221374046,3278.2862595419847,5.161,5,GASOLINA COMUM,PR
2021-04-10,PORTO ALEGRE,255,3.076051660516605,5.856494464944649,236.29892988929888,3546.8966789667898,5.531,5,GASOLINA COMUM,RS
2021-04-10,RIO DE JANEIRO,708,7.915344603381014,12.809167750325097,24.385773732119635,2981.810143042913,6.007,5,GASOLINA COMUM,RJ
2021-04-10,SÃO PAULO,1364,6.283905579399141,10.394978540772533,20.030050071530756,2907.9327610872674,5.223,5,GASOLINA COMUM,SP
2021-04-11,CURITIBA,251,3.4116961130742047,8.116678445229683,14.982084805653711,3001.60777385159,5.176,6,GASOLINA COMUM,PR
2021-04-11,PORTO ALEGRE,250,1.8766666666666667,4.879444444444444,17.442857142857143,3841.3650793650795,5.544,6,GASOLINA COMUM,RS
2021-04-11,RIO DE JANEIRO,745,7.540521844660194,12.404611650485437,31.386868932038833,2776.3701456310678,6.016,6,GASOLINA COMUM,RJ
2021-04-11,SÃO PAULO,1189,4.299054276315789,8.587055921052633,20.006060855263158,2731.6792763157896,5.206,6,GASOLINA COMUM,SP
2021-04-12,CURITIBA,147,2.2721153846153848,6.704807692307693,16.33551282051282,2951.397435897436,5.176,0,GASOLINA COMUM,PR
2021-04-12,PORTO ALEGRE,148,2.0659740259740262,4.2533766233766235,17.32025974025974,3261.694805194805,5.544,0,GASOLINA COMUM,RS
2021-04-12,RIO DE JANEIRO,424,7.2666287015945334,12.53619589977221,20.225193621867884,3067.5626423690205,6.016,0,GASOLINA COMUM,RJ
2021-04-12,SÃO PAULO,788,15.811556372549019,20.25672794117647,20.89296568627451,3006.341911764706,5.206,0,GASOLINA COMUM,SP
2021-04-13,CURITIBA,121,2.4041860465116276,8.30031007751938,15.594108527131784,3121.31007751938,5.176,1,GASOLINA COMUM,PR
2021-04-13,PORTO ALEGRE,141,1.5548275862068965,4.020758620689655,26.664689655172413,3764.9103448275864,5.544,1,GASOLINA COMUM,RS
2021-04-13,RIO DE JANEIRO,402,10.367671232876713,15.9,86.49986301369863,3244.755707762557,6.015999999999999,1,GASOLINA COMUM,RJ
2021-04-13,SÃO PAULO,723,13.450468540829986,19.4580187416332,45.63439089692102,3199.9973226238285,5.206,1,GASOLINA COMUM,SP
2021-04-14,CURITIBA,115,5.368250000000001,10.995416666666667,12.9635,2702.975,5.176,2,GASOLINA COMUM,PR
2021-04-14,PORTO ALEGRE,146,2.4908783783783783,4.821418918918919,16.532905405405405,3351.0202702702704,5.544,2,GASOLINA COMUM,RS
2021-04-14,RIO DE JANEIRO,384,7.873120393120393,12.696732186732186,22.050221130221132,3641.181818181818,6.016,2,GASOLINA COMUM,RJ
2021-04-14,SÃO PAULO,812,7.804280575539567,12.876534772182255,28.71503597122302,3066.0575539568345,5.206,2,GASOLINA COMUM,SP
2021-04-15,CURITIBA,134,2.620633802816901,7.61669014084507,14.916901408450704,3207.021126760563,5.176,3,GASOLINA COMUM,PR
2021-04-15,PORTO ALEGRE,180,2.0946524064171124,4.402192513368984,17.17005347593583,3680.711229946524,5.543999999999999,3,GASOLINA COMUM,RS
2021-04-15,RIO DE JANEIRO,491,6.631689587426327,11.402927308447937,56.71813359528487,3192.575638506876,6.016,3,GASOLINA COMUM,RJ
2021-04-15,SÃO PAULO,920,6.69769722814499,11.77408315565032,19.814712153518123,3008.6151385927506,5.206,3,GASOLINA COMUM,SP
2021-04-16,CURITIBA,157,3.5870285714285717,7.944685714285714,113.18828571428571,3048.92,5.176,4,GASOLINA COMUM,PR
2021-04-16,PORTO ALEGRE,247,2.565763358778626,5.232709923664122,63.863282442748094,3710.1030534351144,5.544,4,GASOLINA COMUM,RS
2021-04-16,RIO DE JANEIRO,583,6.20366612111293,11.2281178396072,122.6124713584288,2808.1833060556464,6.016,4,GASOLINA COMUM,RJ
2021-04-16,SÃO PAULO,1135,11.417705053852528,16.22619718309859,51.16441590720795,2954.0389395194697,5.206,4,GASOLINA COMUM,SP
2021-04-17,CURITIBA,186,3.2229716981132075,7.967641509433963,14.595330188679245,3194.2688679245284,5.176,5,GASOLINA COMUM,PR
2021-04-17,PORTO ALEGRE,256,1.878851851851852,4.208814814814814,16.609185185185183,3655.874074074074,5.544,5,GASOLINA COMUM,RS
2021-04-17,RIO DE JANEIRO,644,4.959795321637427,9.585175438596492,19.366008771929824,2880.8625730994154,6.016000000000001,5,GASOLINA COMUM,RJ
2021-04-17,SÃO PAULO,1295,7.876574344023323,12.448097667638484,33.4936443148688,2875.2456268221576,5.206,5,GASOLINA COMUM,SP
2021-04-18,CURITIBA,232,5.612707006369427,10.887898089171975,15.444999999999999,3313.5286624203823,5.225,6,GASOLINA COMUM,PR
2021-04-18,PORTO ALEGRE,235,2.3236776859504134,5.108429752066116,16.50297520661157,3582.3305785123966,5.62,6,GASOLINA COMUM,RS
2021-04-18,RIO DE JANEIRO,698,4.300066844919786,8.610975935828877,19.53636363636364,2807.8529411764707,6.071000000000001,6,GASOLINA COMUM,RJ
2021-04-18,SÃO PAULO,1189,7.560764430577223,11.800834633385335,20.425163806552263,2845.361154446178,5.205,6,GASOLINA COMUM,SP
2021-04-19,CURITIBA,150,3.633272727272727,8.860909090909091,14.020484848484848,3099.4424242424243,5.225,0,GASOLINA COMUM,PR
2021-04-19,PORTO ALEGRE,151,2.3888961038961036,4.362272727272727,15.853636363636364,3098.6753246753246,5.62,0,GASOLINA COMUM,RS
2021-04-19,RIO DE JANEIRO,385,4.464939467312349,9.919418886198548,18.776610169491526,2938.8765133171914,6.071,0,GASOLINA COMUM,RJ
2021-04-19,SÃO PAULO,686,10.643756830601093,15.487704918032787,19.48315573770492,2849.1502732240438,5.205,0,GASOLINA COMUM,SP
2021-04-20,CURITIBA,198,3.2860576923076925,8.236875,14.59158653846154,2888.201923076923,5.225,1,GASOLINA COMUM,PR
2021-04-20,PORTO ALEGRE,176,3.361413612565445,5.998586387434555,277.7561256544503,3422.6439790575914,5.62,1,GASOLINA COMUM,RS
2021-04-20,RIO DE JANEIRO,413,8.686546275395033,13.865959367945823,20.301580135440183,3208.993227990971,6.071,1,GASOLINA COMUM,RJ
2021-04-20,SÃO PAULO,951,8.437636003956479,13.110197823936696,20.48314540059347,2798.570722057369,5.205,1,GASOLINA COMUM,SP
2021-04-21,CURITIBA,230,4.015314960629921,9.389330708661417,15.184409448818899,3082.8385826771655,5.225,2,GASOLINA COMUM,PR
2021-04-21,PORTO ALEGRE,272,2.5440636042402827,5.824028268551237,16.635371024734983,3529.7773851590105,5.62,2,GASOLINA COMUM,RS
2021-04-21,RIO DE JANEIRO,536,7.135135593220339,11.84677966101695,20.17357627118644,2806.193220338983,6.071,2,GASOLINA COMUM,RJ
2021-04-21,SÃO PAULO,1256,7.337213855421687,12.243381024096387,19.106024096385543,2808.1121987951806,5.205,2,GASOLINA COMUM,SP
2021-04-22,CURITIBA,169,3.3458620689655167,7.415114942528736,12.884770114942528,2710.862068965517,5.225,3,GASOLINA COMUM,PR
2021-04-22,PORTO ALEGRE,169,1.7501176470588233,4.008,15.702588235294119,3101.764705882353,5.62,3,GASOLINA COMUM,RS
2021-04-22,RIO DE JANEIRO,443,9.27171548117155,13.50387029288703,42.04512552301256,2810.6234309623433,6.070999999999999,3,GASOLINA COMUM,RJ
2021-04-22,SÃO PAULO,836,6.869883855981417,11.360325203252032,20.11555168408827,2986.0662020905925,5.205,3,GASOLINA COMUM,SP
2021-04-23,CURITIBA,216,2.9005042016806724,7.900252100840336,14.220714285714287,2963.873949579832,5.225,4,GASOLINA COMUM,PR
2021-04-23,PORTO ALEGRE,254,2.495977011494253,4.7299616858237545,15.256704980842912,3261.0191570881225,5.62,4,GASOLINA COMUM,RS
2021-04-23,RIO DE JANEIRO,550,4.920910652920963,9.29139175257732,43.89917525773196,3141.3900343642613,6.071,4,GASOLINA COMUM,RJ
2021-04-23,SÃO PAULO,1274,7.121128787878788,12.0305,19.89737121212121,2964.6901515151517,5.205,4,GASOLINA COMUM,SP
2021-04-24,CURITIBA,204,2.5864114832535883,7.193684210526316,14.691483253588517,3353.028708133971,5.225,5,GASOLINA COMUM,PR
2021-04-24,PORTO ALEGRE,243,1.6151821862348177,3.887732793522267,15.183765182186235,3540.182186234818,5.62,5,GASOLINA COMUM,RS
2021-04-24,RIO DE JANEIRO,554,4.193003412969283,8.381638225255973,18.664453924914678,3073.184300341297,6.071,5,GASOLINA COMUM,RJ
2021-04-24,SÃO PAULO,1220,8.485539682539681,12.957619047619048,18.56220634920635,2804.831746031746,5.205,5,GASOLINA COMUM,SP
2021-04-25,CURITIBA,256,2.940354609929078,7.361418439716313,54.79397163120567,3137.049645390071,5.311,6,GASOLINA COMUM,PR
2021-04-25,PORTO ALEGRE,179,2.975828877005348,6.865347593582888,104.25,3550.807486631016,5.781,6,GASOLINA COMUM,RS
2021-04-25,RIO DE JANEIRO,597,5.53044094488189,9.389811023622046,18.134362204724408,2890.6220472440946,6.099,6,GASOLINA COMUM,RJ
2021-04-25,SÃO PAULO,1150,5.6815094339622645,11.64008203445447,21.412100082034453,2976.931911402789,5.265,6,GASOLINA COMUM,SP
2021-04-26,CURITIBA,199,3.138018433179724,8.017188940092167,17.050552995391705,3134.36866359447,5.311,0,GASOLINA COMUM,PR
2021-04-26,PORTO ALEGRE,158,1.9134375,4.014,16.8829375,3564.425,5.781,0,GASOLINA COMUM,RS
2021-04-26,RIO DE JANEIRO,368,4.399798488664987,8.595692695214105,20.698715365239295,3192.876574307305,6.098999999999999,0,GASOLINA COMUM,RJ
2021-04-26,SÃO PAULO,703,7.1072334682861,15.811673414304995,42.725425101214576,3346.6032388663966,5.265,0,GASOLINA COMUM,SP
2021-04-27,CURITIBA,167,2.1629714285714283,6.8644,13.5968,3136.074285714286,5.311,1,GASOLINA COMUM,PR
2021-04-27,PORTO ALEGRE,178,2.226850828729282,4.611546961325967,14.497955801104974,3308.988950276243,5.781,1,GASOLINA COMUM,RS
2021-04-27,RIO DE JANEIRO,393,5.151452380952382,9.857642857142856,19.94238095238095,2770.3785714285714,6.099,1,GASOLINA COMUM,RJ
2021-04-27,SÃO PAULO,713,5.557896879240163,14.076824966078698,21.157245590230666,3080.6580732700136,5.265,1,GASOLINA COMUM,SP
2021-04-28,CURITIBA,166,1.8984393063583815,5.935953757225434,14.044161849710981,2929.6184971098264,5.311,2,GASOLINA COMUM,PR
2021-04-28,PORTO ALEGRE,186,2.295159574468085,4.775159574468085,16.868510638297874,3671.372340425532,5.781,2,GASOLINA COMUM,RS
2021-04-28,RIO DE JANEIRO,459,7.427861507128309,12.160285132382892,72.90466395112017,3046.1771894093686,6.099,2,GASOLINA COMUM,RJ
2021-04-28,SÃO PAULO,769,10.196129441624366,19.44271573604061,25.308274111675125,3283.931472081218,5.265,2,GASOLINA COMUM,SP
2021-04-29,CURITIBA,157,3.1180473372781066,7.797278106508876,13.716982248520711,2865.769230769231,5.311,3,GASOLINA COMUM,PR
2021-04-29,PORTO ALEGRE,218,2.0078222222222224,4.4905333333333335,17.129155555555556,3510.2044444444446,5.781,3,GASOLINA COMUM,RS
2021-04-29,RIO DE JANEIRO,525,5.187586206896552,9.580562613430128,19.27840290381125,2868.3575317604354,6.099,3,GASOLINA COMUM,RJ
2021-04-29,SÃO PAULO,848,6.425262557077625,11.458618721461187,21.194029680365297,3093.8002283105025,5.265,3,GASOLINA COMUM,SP
2021-04-30,CURITIBA,167,2.140520231213873,6.6401156069364164,14.053583815028901,2804.543352601156,5.311,4,GASOLINA COMUM,PR
2021-04-30,PORTO ALEGRE,255,2.1669767441860466,4.569651162790698,17.33406976744186,3389.3875968992247,5.781,4,GASOLINA COMUM,RS
2021-04-30,RIO DE JANEIRO,497,4.069448669201521,8.203136882129279,22.055760456273763,2690.3231939163497,6.099,4,GASOLINA COMUM,RJ
2021-04-30,SÃO PAULO,1045,6.254320074005551,11.478862164662349,31.417141535615173,3046.13691026827,5.265,4,GASOLINA COMUM,SP
